15,27,56,2,2,4,33,45,30,9,7,22,49,15,76,24,33,24,13,41,8,20,25,8,59,39,33,40,18,26,17,9,8,13,36,22,65,5,28,28,11,3,32,42,9,3,37,6,12,9,3,19,5,32,18,26,17,14,35,2,15,3,64,2,13,2,4,24,2,11,25,13,2,42,33,3,10,21,59,6
10,9,53,2,9,4,18,66,7,6,8,32,50,9,66,36,52,31,10,30,7,7,39,2,21,23,12,31,28,13,12,14,25,8,44,63,77,2,57,39,14,18,42,13,11,2,33,6,27,5,2,12,11,5,23,23,20,6,31,3,24,2,57,2,18,3,6,8,9,4,4,44,3,9,35,5,2,9,27,36
9,9,57,6,9,9,17,78,22,4,7,36,65,26,29,15,45,24,12,12,27,2,42,8,14,24,12,27,34,17,11,8,43,4,41,20,65,2,4,23,14,12,52,37,13,2,26,5,26,6,28,18,2,6,29,19,13,4,29,3,31,2,18,2,23,6,12,10,7,7,16,3,3,21,34,4,4,13,17,28
2,9,69,6,9,2,10,50,2,2,19,56,66,13,45,31,41,12,8,20,8,2,20,9,5,23,6,7,21,11,7,6,31,4,22,18,84,5,15,27,4,2,30,25,23,2,41,2,36,9,19,18,3,7,45,14,14,5,22,2,27,2,16,4,13,14,15,9,15,11,16,3,4,45,3,12,2,52,2,25
2,9,66,2,9,8,10,70,9,5,16,56,47,12,55,35,35,8,36,9,2,2,17,8,27,21,8,7,18,56,28,9,32,2,54,5,63,5,17,16,4,2,42,45,29,3,37,5,59,23,3,13,3,9,43,19,5,5,34,2,31,2,23,3,10,7,4,11,7,6,10,4,4,27,2,8,4,28,2,9
2,11,64,6,9,23,13,75,2,2,21,41,30,31,49,24,12,23,23,6,2,2,4,2,18,29,8,2,14,14,34,7,47,2,55,13,34,2,8,10,10,2,5,51,28,3,75,9,74,85,2,26,6,3,12,13,9,4,46,2,29,2,21,9,2,6,9,2,8,5,3,5,4,25,2,13,4,6,7,12
2,2,82,2,9,20,41,38,22,5,16,29,12,46,48,10,14,10,4,12,2,2,4,8,6,5,8,4,17,2,26,8,12,4,17,6,37,2,19,8,5,10,12,41,26,4,73,7,48,40,2,4,7,4,10,6,7,5,64,3,14,6,9,21,11,4,10,13,5,17,13,4,5,14,3,3,3,16,14,11
2,53,18,6,4,11,24,6,10,7,13,20,38,19,14,2,7,5,25,32,2,2,10,8,10,9,8,2,19,6,8,6,9,4,15,28,40,17,16,20,8,14,19,53,25,3,35,18,21,2,3,10,3,4,11,7,3,4,53,4,14,27,18,39,9,2,7,38,5,5,40,12,4,9,3,7,2,5,17,18
2,54,4,7,2,11,10,2,5,11,14,13,25,25,12,2,12,2,2,46,2,2,9,8,9,42,2,2,2,28,7,2,10,4,26,3,8,2,18,4,6,10,18,19,31,10,25,24,43,16,2,2,8,5,15,9,6,4,27,4,8,7,20,46,37,3,3,8,8,17,8,18,13,3,2,9,2,7,11,9
8,35,2,22,9,11,10,2,25,7,7,26,23,19,14,13,5,5,10,28,2,2,2,8,4,5,8,2,18,17,8,7,2,2,14,10,26,2,7,8,8,8,6,16,29,2,11,4,36,14,16,6,12,5,17,11,15,3,14,3,11,27,13,31,12,3,4,11,9,9,10,68,25,20,2,12,2,8,11,10
9,19,9,22,2,23,6,6,33,7,2,17,16,16,8,15,13,9,22,12,2,2,2,2,7,14,2,8,20,14,24,7,27,4,7,7,26,2,7,9,6,2,9,7,19,3,4,3,38,9,35,9,29,8,26,8,19,4,8,3,5,9,12,20,4,3,9,10,6,21,7,74,9,5,2,14,2,3,16,12
2,16,17,36,9,20,2,7,17,7,7,26,14,12,2,15,16,23,17,7,2,2,6,8,6,13,2,2,19,14,22,11,31,4,2,5,14,18,7,11,2,2,11,26,16,2,6,3,26,3,12,20,16,11,7,5,18,5,12,6,4,3,13,20,10,5,11,7,17,13,4,40,7,2,4,11,3,5,14,8
2,27,8,42,2,7,6,8,43,7,8,4,7,2,8,17,32,18,15,14,2,2,2,8,6,3,8,2,8,2,21,4,35,2,7,4,22,12,11,6,2,5,6,33,20,2,20,3,15,37,2,10,12,18,17,2,31,2,10,11,15,6,8,13,20,2,10,17,12,15,28,32,3,7,5,7,2,4,5,15
2,16,9,51,18,2,6,4,5,7,2,4,23,4,8,23,28,19,9,23,2,19,6,8,2,14,6,12,9,6,27,2,32,4,7,5,22,11,2,5,7,20,4,18,18,2,29,4,10,35,5,28,6,11,13,16,14,6,7,15,6,18,2,17,35,6,14,28,4,6,6,16,4,22,3,3,2,2,2,17
2,14,2,30,17,63,2,6,52,2,9,5,5,4,8,10,10,17,9,16,2,2,6,8,7,16,23,10,12,24,19,2,15,4,2,4,21,25,17,9,11,38,12,80,11,4,23,6,18,26,5,24,5,19,19,35,6,3,6,22,5,17,3,21,40,60,10,19,6,5,17,13,6,36,5,2,2,6,4,23
8,11,2,2,2,52,2,4,29,7,9,15,23,2,8,8,7,28,8,7,4,2,6,8,4,14,56,2,4,8,16,31,11,4,16,2,13,20,6,8,8,28,8,39,13,6,13,8,12,19,9,15,5,10,4,6,3,3,2,28,6,4,2,40,2,11,9,4,9,4,25,13,7,10,10,6,2,5,6,9
8,12,2,4,2,15,2,12,28,2,7,9,13,2,2,9,7,12,20,7,2,2,4,8,3,21,26,7,6,21,24,11,23,4,9,2,13,40,6,28,4,54,3,29,13,3,14,4,6,9,36,18,6,23,18,16,10,3,7,24,6,17,11,49,3,27,9,6,5,21,32,9,7,49,6,11,2,5,6,14
2,26,2,2,2,11,6,6,12,2,2,9,11,11,8,15,6,4,8,7,4,2,8,7,7,2,60,15,6,2,15,11,5,2,26,2,8,37,6,24,2,47,11,48,19,3,12,4,5,11,11,19,9,24,27,5,8,4,15,25,20,20,6,17,7,13,4,5,12,3,12,13,7,14,2,17,4,18,23,18
2,29,2,2,2,28,6,2,12,7,7,4,7,12,5,14,12,17,10,16,7,2,13,2,3,22,50,17,7,22,19,4,10,4,12,5,14,14,2,2,4,2,7,8,14,2,19,3,10,10,12,14,9,24,6,10,8,2,8,28,11,11,12,4,52,16,10,22,15,10,9,23,8,13,3,19,5,8,11,17
8,20,2,4,9,32,2,2,17,2,5,8,12,14,2,8,17,33,18,16,6,19,16,7,9,5,47,10,6,14,22,4,7,2,2,4,9,8,10,10,6,2,5,9,13,2,6,5,11,18,11,10,6,8,11,13,4,6,8,24,17,3,17,2,15,4,8,49,18,7,19,12,10,9,6,21,4,22,16,8
12,7,4,2,2,52,2,2,28,7,2,8,4,10,2,8,18,30,19,10,14,30,4,8,3,45,41,15,4,14,14,21,10,2,5,4,2,2,6,11,6,2,4,13,13,2,9,7,27,5,41,8,7,3,4,25,7,6,9,21,8,4,13,2,34,3,10,18,20,13,18,28,12,8,5,12,5,13,3,20
14,7,2,2,8,52,2,2,29,7,2,8,4,11,2,22,12,23,13,10,4,20,19,8,2,21,42,14,10,14,5,12,5,2,7,3,11,8,2,11,4,2,5,13,12,2,10,5,19,9,5,8,5,6,9,12,8,4,7,18,7,10,11,3,30,30,11,4,11,14,7,31,4,10,4,7,6,10,4,4
8,15,2,6,8,56,2,13,30,11,2,15,19,2,5,2,14,35,9,9,19,17,7,14,9,12,20,34,4,11,12,5,2,2,2,6,9,2,2,13,12,2,4,10,4,2,9,3,4,54,18,18,5,3,13,17,7,4,9,20,7,14,24,2,4,5,9,2,14,12,9,11,12,13,3,2,3,2,2,7
9,2,8,11,2,2,2,2,2,23,2,2,14,6,33,8,2,10,2,38,13,2,28,4,2,14,6,2,5,12,16,40,36,33,16,36,47,16,8,9,2,16,2,4,2,5,2,7,22,12,7,19,28,51,8,26,54,10,25,32,4,10,2,3,4,33,2,3,12,3,19,5,8,48,5,3,2,60,9,7
8,61,97,43,9,35,5,2,2,17,13,22,48,7,44,8,32,21,32,7,20,7,20,34,35,36,10,42,7,24,33,14,10,28,7,58,54,51,24,4,36,5,43,23,3,28,20,7,18,50,2,25,17,47,31,5,16,12,13,6,18,44,59,71,10,22,56,12,15,5,7,67,7,20,8,5,3,5,10,8
15,4,19,4,7,16,56,19,2,10,13,2,9,14,12,13,8,4,23,2,12,59,19,16,3,18,17,6,4,8,50,4,17,2,6,10,9,11,60,34,5,9,66,39,6,11,25,55,7,11,4,3,12,29,10,6,9,8,12,4,18,8,25,13,7,58,9,12,8,5,8,24,11,17,12,5,58,12,5,8
2,8,18,23,9,22,31,4,14,9,2,6,4,4,14,2,28,14,2,7,11,27,27,8,7,12,15,3,4,6,54,7,2,15,6,4,9,9,15,20,17,9,67,17,10,8,30,9,6,18,7,12,12,23,12,3,13,12,15,12,7,7,3,8,12,10,5,5,11,3,16,9,14,10,10,11,31,17,9,28
2,6,23,18,9,14,2,16,38,11,33,2,14,17,22,2,18,21,2,7,12,37,15,10,7,2,23,2,7,2,18,17,5,19,6,7,2,10,33,12,24,7,69,3,9,15,6,4,8,35,2,22,19,56,17,6,21,15,12,6,10,3,9,4,29,4,7,2,3,10,13,4,6,10,19,10,6,33,28,31
8,6,19,15,15,20,47,16,30,16,40,4,3,19,25,10,15,19,8,16,16,26,7,46,8,9,13,4,6,11,17,16,9,19,13,22,12,11,9,12,9,16,68,10,6,8,14,10,6,45,4,19,19,52,17,5,23,23,11,7,7,14,11,5,23,15,7,9,12,15,10,45,6,17,4,9,6,43,27,32
8,4,15,19,7,25,23,10,18,4,39,2,7,10,25,10,12,5,16,16,11,10,6,50,9,15,21,5,12,14,28,4,17,8,7,41,9,19,2,15,18,4,65,7,6,4,4,29,6,23,4,50,20,32,12,2,23,11,18,32,12,22,6,7,15,20,11,11,9,7,8,29,9,16,7,8,7,38,15,47
8,8,12,8,4,16,30,10,56,13,20,3,8,10,17,23,7,5,23,15,36,7,5,21,7,15,8,2,9,6,34,2,5,23,32,24,9,13,24,8,7,10,21,4,9,5,2,14,5,27,5,56,16,24,16,2,11,9,20,32,6,31,10,59,9,13,9,13,11,12,11,25,4,79,8,25,4,16,7,18
5,9,14,34,2,2,24,6,27,15,17,12,6,9,2,17,10,5,21,17,22,11,2,20,7,7,34,4,7,9,47,2,24,46,21,18,32,12,41,6,11,5,25,9,13,9,11,11,5,16,2,50,3,29,22,2,13,13,24,26,6,38,4,54,16,34,13,6,36,37,24,29,19,68,10,63,5,25,10,40
7,43,13,34,11,5,32,14,35,9,2,9,28,9,37,9,12,30,14,41,35,36,7,8,7,26,27,2,7,9,31,4,9,56,7,13,16,9,44,11,17,5,57,15,12,7,10,27,5,23,5,28,21,18,24,11,45,18,15,40,13,3,7,28,24,11,38,22,10,55,34,9,8,30,7,33,36,11,40,18
12,71,18,21,7,11,59,6,38,5,20,11,15,7,68,21,39,30,8,31,36,83,9,2,6,11,29,6,7,6,24,2,24,64,11,10,12,9,51,33,22,5,44,40,12,20,3,12,7,16,38,39,22,3,42,7,63,54,7,48,29,3,8,37,16,3,62,11,25,17,9,14,6,13,3,55,36,27,11,52
11,72,15,30,10,28,59,30,23,10,10,6,10,9,48,23,24,40,24,44,26,44,13,8,74,3,29,45,2,11,24,4,35,66,18,11,4,8,8,9,9,7,49,45,23,8,12,5,6,9,4,34,12,10,17,39,37,33,25,18,19,2,12,47,12,5,9,6,6,15,56,14,4,25,27,50,21,20,20,59
20,65,14,38,12,22,39,23,2,13,14,14,15,40,33,22,16,17,24,56,19,12,24,8,65,18,19,52,34,12,59,4,23,65,22,14,10,12,20,14,24,2,59,42,21,4,9,15,8,4,2,28,11,7,26,34,48,36,40,21,8,3,28,41,23,13,17,10,19,16,10,5,2,43,8,10,7,34,14,47
14,76,18,36,10,38,49,19,12,18,19,2,6,44,31,15,22,22,20,45,2,2,31,8,52,9,14,38,25,36,39,7,2,58,23,6,8,9,13,53,17,2,28,29,19,4,17,24,13,21,2,14,7,4,16,20,14,26,24,36,20,3,6,38,17,5,8,20,13,5,4,6,4,34,41,7,7,15,11,14
3,57,10,41,10,38,48,25,4,19,13,2,5,58,15,23,21,19,8,24,2,2,40,2,15,14,2,19,30,33,10,8,10,34,2,14,7,16,13,27,8,2,39,26,14,4,7,13,24,13,2,42,18,10,21,22,26,16,6,9,26,5,18,28,10,2,17,10,7,9,11,4,3,30,19,3,9,7,8,6
2,58,4,49,23,12,67,37,10,11,25,7,5,51,15,10,56,15,30,32,2,2,32,9,2,8,8,9,10,15,17,10,13,26,12,22,12,16,24,20,2,2,29,18,7,21,21,5,34,36,3,7,13,3,4,15,23,40,9,26,4,19,33,15,16,3,11,39,5,9,3,23,13,19,3,35,5,9,19,24
2,44,4,52,21,2,70,66,51,9,12,11,10,29,10,2,63,12,2,46,2,2,33,2,2,31,8,11,6,8,26,10,10,43,17,6,37,16,35,9,17,2,11,18,23,10,7,3,31,25,6,8,11,5,6,9,5,28,6,24,7,10,10,8,21,3,6,11,5,11,32,86,3,9,2,44,4,11,17,17
2,17,9,54,16,10,57,25,74,2,10,2,6,30,8,13,39,20,14,21,2,2,14,14,13,20,2,15,2,20,18,10,11,47,10,8,13,8,7,2,4,2,10,23,14,28,7,5,14,20,2,7,11,6,8,10,5,26,7,17,8,9,12,4,4,3,6,29,2,13,9,63,9,14,3,52,6,6,19,5
2,9,9,38,22,8,45,2,32,7,8,2,4,25,8,2,9,23,29,14,2,2,10,2,6,7,8,24,4,30,21,8,7,35,9,7,15,16,6,19,4,5,13,13,7,17,6,3,5,21,3,15,8,9,9,9,3,16,7,22,6,8,24,6,16,2,9,16,4,10,6,5,13,13,5,42,10,4,12,7
10,11,9,28,23,17,62,2,26,5,7,2,6,28,22,9,23,12,26,16,2,2,31,8,9,10,2,35,2,14,14,5,27,29,2,5,10,13,10,27,6,2,9,7,7,31,20,5,6,26,8,4,15,6,31,7,4,11,10,16,8,13,15,7,25,3,10,7,3,5,14,5,10,16,9,35,7,6,82,3
3,11,5,21,16,24,55,2,23,7,7,15,20,12,12,14,16,25,5,11,2,2,21,8,8,13,6,26,7,6,8,5,27,35,16,5,26,16,2,6,4,7,3,16,10,32,5,3,12,26,47,5,17,19,25,5,3,6,16,17,6,4,7,4,15,4,6,4,14,23,5,5,11,12,8,34,7,3,47,10
10,37,9,14,16,2,31,2,31,12,20,2,21,4,9,18,13,13,5,16,2,7,17,8,2,16,10,12,2,14,9,2,23,43,2,5,8,18,16,6,6,2,7,24,11,29,23,4,18,38,3,5,17,2,42,10,17,4,21,24,6,8,10,6,10,3,8,5,13,14,21,4,6,8,7,35,7,5,21,4
2,11,11,4,14,23,28,6,43,8,13,8,11,9,21,15,19,39,22,19,2,6,21,2,2,32,17,13,8,11,10,2,19,42,2,8,16,9,18,16,4,5,8,4,6,31,6,5,6,9,6,34,24,6,39,16,10,3,22,15,5,4,5,5,11,3,3,24,15,21,12,4,8,33,3,26,6,7,7,11
